director,number_of_title,vote_average
Maya Forbes,1,7.0
McG,6,5.833333333333333
Megan Griffiths,2,5.75
Meir Zarchi,1,5.7
Mel Brooks,11,6.49090909090909
Mel Damski,3,6.233333333333334
Mel Gibson,4,6.7749999999999995
Mel Smith,2,5.85
Mel Stuart,1,7.2
Melanie Mayron,2,5.3
Melville Shavelson,1,5.7
Menahem Golan,3,5.3
Menhaj Huda,2,5.75
Mennan Yapo,1,5.9
Menno Meyjes,2,6.6
Merete Mueller|Christopher Smith,1,6.7
Merzak Allouache,1,5.1
Mia Hansen-LÃ¸ve,1,5.4
Mic Rodgers,1,4.5
Michael A. Nickles,1,3.6
Michael A. Simpson,2,5.65
Michael Almereyda,3,5.133333333333334
Michael Anderson,4,5.4
Michael Apted,14,6.057142857142857
Michael Arias,1,7.5
Michael Axelgaard,1,3.8
Michael Bafaro,1,3.6
Michael Bay,11,6.327272727272727
Michael Benveniste|Howard Ziehm,1,4.8
Michael Berry,1,6.1
Michael Blieden,3,6.7
Michael Brandt,1,5.9
Michael Bregman,1,3.7
Michael Caton-Jones,10,5.95
Michael Chang,1,6.3
Michael Chang|Ben Jones|Matt Youngberg,1,6.9
Michael Chapman,2,5.0
Michael Cimino,5,6.26
Michael Clancy,1,5.9
Michael Cohn,1,6.4
Michael Coldewey|Michel Lemire,1,5.3
Michael Cooney,1,6.0
Michael Corrente,2,5.85
Michael Crichton,5,5.540000000000001
Michael Cristofer,3,5.699999999999999
Michael Cuesta,3,5.5
Michael Curtiz,1,6.2
Michael Damian,3,6.066666666666666
Michael Davis,2,5.95
Michael Dougherty,2,6.25
Michael Dowse,4,6.525
Michael Dudok de Wit,1,6.9
Michael Emanuel|Bob Badway,1,3.6
Michael F. Sears,1,5.8
Michael Feifer,2,6.199999999999999
Michael G. Bartlett,1,3.4
Michael Goguen,1,6.0
Michael Goi,1,5.6
Michael Goldbach,1,5.7
Michael Goldenberg,1,5.2
Michael Goldfine,1,6.6
Michael Gornick,1,5.8
Michael Gottlieb,3,5.033333333333332
Michael Greenspan,2,5.449999999999999
Michael Grossman,2,5.9
Michael Gunton|Martha Holmes,1,6.9
Michael Haneke,2,5.95
Michael Haussman,1,5.9
Michael Henger|Kari Juusonen,1,4.9
Michael Herbig,2,6.1
Michael Herz|Lloyd Kaufman,2,5.0
Michael Hewitt|Dermot Lavery,1,7.7
Michael Hoffman,8,6.0375000000000005
Michael Hurst,1,3.8
Michael Ian Black,1,5.6
Michael J. Bassett,4,5.5
Michael J. Gallagher,1,4.2
Michael J. Weithorn,1,5.2
Michael Jai White,1,5.7
Michael Kalesniko,1,7.3
Michael Karbelnikoff,1,6.0
Michael Katleman,1,4.5
Michael Keusch,5,5.5200000000000005
Michael LaBash|Anthony Leondis,1,6.4
Michael Lachmann|Paul Olding,1,5.1
Michael Lander,1,6.2
"Michael Landon, Jr.",3,6.433333333333334
Michael Lange,1,4.7
Michael Lantieri,1,4.5
Michael Lehmann,7,5.685714285714286
Michael Lembeck,7,5.328571428571428
Michael Lindsay-Hogg,1,6.3
Michael Madsen,1,7.6
Michael Mann,11,6.445454545454544
Michael Mayer,2,6.25
Michael McCullers,1,5.8
Michael McGowan,3,6.5
Michael Medaglia,1,4.6
Michael Miller,1,4.6
Michael Mohan,1,6.2
Michael Moore,7,6.742857142857143
Michael Morrissey,1,5.8
Michael Nankin,1,5.0
Michael O. Sajbel,1,6.8
Michael Oblowitz,3,5.1000000000000005
Michael Patrick Jann,1,6.2
Michael Patrick King,2,5.8
Michael Pavone,2,6.0
Michael Petroni,1,5.4
Michael Polish,5,5.24
Michael Powell,1,7.4
Michael Pressman,1,6.0
Michael Radford,5,6.6
Michael Reeves,1,6.2
Michael Ritchie,12,5.908333333333334
Michael Roesch|Peter Scheerer,1,3.2
Michael Rossato-Bennett,1,7.7
Michael Rowe,1,4.7
Michael Rymer,3,6.333333333333333
Michael S. Ojeda,1,5.6
Michael Samonek,1,4.3
Michael Schroeder,1,3.5
Michael Schultz,2,6.199999999999999
Michael Scott,2,5.65
Michael Showalter,1,6.6
Michael Simon,3,6.5
Michael Spierig|Peter Spierig,3,6.2
Michael Stephenson,1,7.6
Michael Storey,1,4.6
Michael Sucsy,2,6.65
Michael Taverna,1,4.0
Michael Tiddes,2,5.45
Michael Traeger,1,4.8
Michael Vejar,3,6.566666666666666
Michael Wadleigh,2,5.9
Michael Winner,6,6.199999999999999
Michael Winnick,1,4.5
Michael Winterbottom,12,5.933333333333334
MichaÃ«l R. Roskam,2,7.05
Michel Delgado,1,5.4
Michel Gondry,7,6.3428571428571425
Michel Hazanavicius,1,7.2
Michel Ocelot|BÃ©nÃ©dicte Galup,1,6.0
Michelangelo Antonioni,4,6.7250000000000005
Michelangelo Antonioni|Steven Soderbergh|Wong Kar-wai,1,4.3
Michele Placido,2,6.2
Michele Soavi,1,6.6
Michelle MacLaren,1,5.2
Mick Davis,1,6.0
Mick Garris,8,5.312499999999999
Mick Jackson,5,6.22
Mickey Keating,1,4.2
Mickey Liddell,1,4.8
Mickey Rose|Michael Ritchie,1,4.8
Miguel Arteta,4,5.875
Miguel Sapochnik,1,6.1
Miguel Ãngel Vivas,1,5.3
Mihalis Kakogiannis,1,6.6
Mika KaurismÃ¤ki,1,6.1
Mikael HÃ¥fstrÃ¶m,5,6.2
Mikael Salomon,9,5.744444444444444
Mike Barker,3,5.900000000000001
Mike Bigelow,1,4.8
Mike Binder,5,5.86
Mike Birbiglia|Seth Barrish,1,6.3
Mike Cahill,3,6.866666666666667
Mike Clattenburg,3,6.033333333333334
Mike Disa,3,5.166666666666667
Mike Elliott,2,4.85
Mike Figgis,5,5.859999999999999
Mike Flanagan,2,5.95
Mike Gabriel|Eric Goldberg,1,6.6
Mike Gunther,1,4.9
Mike Hodges,3,6.466666666666666
Mike Judge,4,6.35
Mike Leigh,10,6.25
Mike Lerner|Maxim Pozdorovkin,1,6.9
Mike Maguire|Tom Kuntz,1,6.0
Mike Marvin,1,5.9
Mike McCoy|Scott Waugh,1,6.3
Mike Mendez,3,5.400000000000001
Mike Mills,2,6.5
Mike Mitchell,5,5.5200000000000005
Mike Myers|Beth Aala,1,7.6
Mike Nawrocki,1,5.8
Mike Nawrocki|Phil Vischer,1,6.1
Mike Newell,11,6.3909090909090915
Mike Nichols,18,6.3388888888888895
Mike Phillips,1,5.5
Mike Smith|Daniel DelPurgatorio,1,6.7
Mike Southon,1,4.5
Mike Thurmeier|Galen T. Chu,1,7.7
Mike Tollin,2,5.949999999999999
Mike Young,1,4.9
Milan Luthria,1,7.0
MiloÅ¡ Forman,8,6.8625
MilÄo ManÄevski,1,7.3
Mimi Leder,4,5.875
Mink ,1,4.4
Minkyu Lee,1,6.0
Mira Nair,6,6.116666666666667
Miranda July,2,5.75
Mitch Davis,1,5.8
Mitch Glazer,1,5.0
Mitch Rouse,1,5.7
Mitch Schultz,1,6.2
Mitchell Altieri|Phil Flores,1,4.9
Mitchell Lichtenstein,1,5.2
Mo Ali,2,5.85
Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf,1,4.5
Monte Hellman,2,5.65
Mora Stephens,1,5.5
Morgan J. Freeman,2,5.5
Morgan Matthews,1,6.0
Morgan Neville,2,6.85
Morgan O'Neill,1,5.5
Morgan O'Neill|Ben Nott,1,5.6
Morgan Spurlock,5,6.38
Mort Nathan,2,4.8
Morten Lindberg,1,4.0
Morten Tyldum,2,7.5
Morton DaCosta,1,5.4
Morton Lewis,1,3.0
Mou Tun-fei,1,5.9
Moustapha Akkad,2,7.25
Mukunda Michael Dewil,1,5.1
Murali K. Thalluri,1,7.2
MÃ¡rcio Garcia,1,5.9
MÃ¥ns MÃ¥rlind|BjÃ¶rn Stein,2,6.1
Nacho CerdÃ ,1,5.2
Nacho G. Velilla,1,5.3
Nacho Vigalondo,1,5.1
Nacho Vigalondo|Marcel Sarmiento|Gregg Bishop|Justin Benson|Aaron Moorhead|Todd Lincoln ,1,4.2
Nadav Schirman,1,7.5
Nadia Conners|Leila Conners,1,6.0
Nadia Tass,1,6.7
Nancy Bardawil,1,6.0
Nancy Meyers,6,6.483333333333334
Nancy Savoca,2,5.7
Nanette Burstein,1,6.0
Nanette Burstein|Brett Morgen,1,7.4
Naomi Foner Gyllenhaal,1,5.7
Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,1,5.6
Nate Cash,1,7.8
Nate Meyer,1,3.9
Nathan Frankowski,2,5.7
Nathan Greno,1,6.0
Nathan Greno|Byron Howard,2,7.25
Nathan H. Juran,1,5.7
Nathan Hope,1,5.8
Neal Brennan,1,5.3
Neal Israel,2,5.6
Ned Benson,3,6.3
Neil Armfield,2,7.4
Neil Berkeley,1,6.9
Neil Burger,4,6.75
Neil Jordan,15,6.166666666666667
Neil LaBute,9,5.577777777777778
Neil Marshall,4,6.25
Neil Mcenery-West,1,5.6
Neil Nightingale|Barry Cook,1,5.0
Neil Thompson,1,7.1
Neill Blomkamp,4,6.675
Nelson George,1,6.0
Nelson McCormick,3,5.3999999999999995
Nelson Shin,1,7.2
Neri Parenti,1,6.0
Newt Arnold,1,6.4
Nia Vardalos,1,4.9
Niall Johnson,1,6.5
Niall MacCormick,1,6.1
Nicholas Hytner,6,6.066666666666666
Nicholas Jarecki,1,5.9
Nicholas Jasenovec,1,5.1
Nicholas Mastandrea,1,4.9
Nicholas McCarthy,2,5.0
Nicholas Meyer,5,6.359999999999999
Nicholas Mross,1,6.8
Nicholas Ray,1,5.9
Nicholas Ray|Guy Green,1,5.6
Nicholas Stoller,4,6.0
Nicholaus Goossen,2,5.6
Nick Broomfield,3,6.3
Nick Cannon,1,6.5
Nick Cassavetes,6,6.566666666666666
Nick Castle,4,5.824999999999999
Nick Everhart,1,2.6
Nick Gomez,2,5.2
Nick Guthe,1,5.6
Nick Hamm,3,5.466666666666666
Nick Hurran,5,6.42
Nick Love,6,6.116666666666666
Nick Lyon,6,4.033333333333334
Nick Moore,2,6.55
Nick Morris,1,7.7
Nick Morris|Laurence Connor,1,7.6
Nick Murphy ,2,6.1
Nick Ormerod|Declan Donnellan,1,5.1
Nick Park,4,7.275
Nick Powell,1,4.4
Nick Robertson,1,5.5
Nick Ryan,1,6.9
Nick Simon,1,4.7
Nick Tomnay,1,5.8
Nick Wernham,1,4.1
Nick Willing,5,5.8
Nickolas Dylan Rossi,1,6.8
Nicky Li Chung-Chi,1,6.2
Nico Mastorakis,1,4.6
Nicolas Boukhrief,1,6.4
Nicolas Castro,1,6.0
Nicolas Gessner,1,6.8
Nicolas Roeg,5,6.5
Nicolas Roeg|Donald Cammell,1,6.2
Nicolas Saada,1,6.0
Nicolas Winding Refn,4,6.325
Nicole Conn,2,6.9
Nicole Holofcener,4,5.85
Nicole Kassell,2,6.300000000000001
NicolÃ¡s Goldbart,1,4.7
Niels Arden Oplev,1,5.7
Niels Mueller,1,6.1
Nigel Cole,5,6.26
Niki Caro,3,6.966666666666668
Nikita Mikhalkov,1,6.3
Nikolay Lebedev,1,6.8
Nikole Beckwith,1,4.9
Nils Tavernier,1,7.0
Nils Timm,1,3.3
Nima Nourizadeh,2,6.2
NimrÃ³d Antal,5,6.1
Nina Paley,1,6.3
Ning Hao,2,6.3
Nir Paniry,1,5.5
Nisha Ganatra,3,4.866666666666666
Nitesh Tiwari|Vikas Bahl,1,7.2
Noah Baumbach,7,6.42857142857143
Noam Murro,2,5.8
Noel Black,2,5.4
Noel Clarke,2,5.5
Noel Clarke|Mark Davis,1,5.9
Nora Ephron,7,5.614285714285715
Norman Buckley,1,6.7
Norman Cohen,1,2.9
Norman Jewison,17,6.170588235294117
Norman RenÃ©,1,5.0
Norman Taurog,2,6.1
Norman Tokar,5,6.36
Norton Virgien|Igor Kovalyov,1,5.6
NoÃ©mie Lvovsky,1,5.9
Obin Olson|Amariah Olson,1,5.4
Oklahoma Ward,1,4.6
Ol Parker,2,7.050000000000001
Olaf Lubaszenko,1,7.3
Olatunde Osunsanmi,2,5.55
Ole Bornedal,2,6.1
Oley Sassone,1,6.4
Oliver Hirschbiegel,2,5.7
Oliver Hirschbiegel|James McTeigue,1,5.4
Oliver Irving,1,4.5
Oliver Parker,5,6.12
Oliver Parker|Barnaby Thompson,1,5.1
Oliver Stone,17,6.347058823529411
Olivier Abbou,1,5.9
Olivier Assayas,5,6.220000000000001
Olivier Baroux,1,5.3
Olivier Dahan,1,5.7
Olivier Doran,1,5.7
Olivier Marchal,1,6.2
Olivier Megaton,4,6.125
Olivier Nakache|Eric Toledano,1,7.1
Olivier Van Hoofstadt,1,5.4
Olly Blackburn,2,5.05
Omar Naim,1,5.4
Omid Nooshin,1,6.0
Omung Kumar,1,7.0
Ondi Timoner,1,6.8
One9,1,6.9
Oren Moverman,3,5.833333333333333
Oren Peli,2,5.25
Orlando von Einsiedel,1,7.9
Orson Welles,2,6.5
Osamu Dezaki,1,7.2
Oskar JÃ³nasson|Toby Genkel|Gunnar Karlsson,1,5.1
Otto Preminger,4,6.3
Owen Harris,2,6.25
Owen Hurley,5,6.06
Oxide Pang Chun|Danny Pang,1,5.0
Oz Scott,1,4.6
P.J. Hogan,5,6.2
P.J. Pesce,4,4.8
P.J. Pettiette,1,4.1
PES,1,7.9
Pablo Berger,1,6.9
Pablo Trapero,1,5.4
Paco Cabezas,1,5.2
Paddy Breathnach,3,4.933333333333333
Paddy Considine,1,7.1
Pamela Romanowsky,1,4.8
Pang Eun-Jin,1,7.1
Panos Cosmatos,1,5.3
Paolo Barzman,2,4.5
Paolo Costella,1,4.7
Paolo Sorrentino,2,6.8
Paolo Taviani|Vittorio Taviani,1,6.2
Paolo VirzÃ¬,1,4.9
Paolo Zucca,1,5.4
Paris Barclay,1,6.4
Pascal Chaumeil,1,6.2
Pascal Franchot ,1,6.1
Pascal Laugier,1,5.6
Pascal Thomas,1,5.7
Pascale Ferran,1,5.0
Pat Holden,2,5.6
Pat Kiely,1,4.8
Pat O'Connor,4,6.15
Patrice ChÃ©reau,1,6.5
Patrice Leconte,5,6.199999999999999
Patricia Birch,1,5.3
Patricia Riggen,4,6.3
Patricia Rozema,3,6.0
Patrick Alessandrin,1,5.9
Patrick Archibald|Jay Oliva,1,5.1
Patrick Brice,2,5.9
Patrick Hughes,3,6.6000000000000005
Patrick Lussier,7,4.771428571428571
Patrick McManus,1,4.6
Patrick Morris|Neil Nightingale,1,5.2
Patrick Osborne,1,8.0
Patrick Rea,1,3.4
Patrick Read Johnson,1,5.9
Patrick Robert Young|Powell Robinson,1,6.2
Patrick Stettner,1,4.7
Patrick Tatopoulos,1,6.2
Patrik Syversen,1,4.2
Patty Jenkins,1,6.8
Paul A. Kaufman,1,7.2
Paul Abascal,1,5.9
Paul Abascal|Brian Helgeland,1,6.5
Paul Andrew Williams,4,6.275
Paul Bartel,2,5.9
Paul Bettany,1,5.3
Paul Bolger|Yvette Kaplan|Greg Tiernan,1,4.4
Paul Brickman,1,6.3
Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃ«tan Brizzi,1,6.9
Paul Campion,1,4.8
Paul Crowder,1,7.6
Paul Dinello,1,5.7
Paul Dugdale,3,7.733333333333334
Paul Feig,5,6.340000000000001
Paul Flaherty,2,6.3
Paul Greengrass,6,6.866666666666667
Paul Gross,2,5.6
Paul Haggis,5,6.6800000000000015
Paul Henreid,1,6.7
Paul Hoen,10,5.41
Paul Hough,1,5.1
Paul Hunter,1,5.0
Paul Hyett,2,5.65
Paul Johansson,1,4.8
Paul Johnson,1,7.6
Paul Katis,1,5.8
Paul King,1,7.1
Paul Leyden,1,5.6
Paul Lynch,1,6.4
Paul Mariano|Kurt Norton,1,7.2
Paul Mayeda Berges|Gurinder Chadha,1,5.1
Paul Mazursky,2,5.55
Paul McGuigan,7,6.285714285714285
Paul Michael Glaser,4,5.3
Paul Middleditch,1,4.7
Paul Morrison,1,5.4
Paul Morrissey,1,4.8
Paul Owens,1,5.6
Paul Provenza,1,5.8
Paul Scheuring,1,6.6
Paul Schrader,10,5.51
Paul Sen,1,7.4
Paul Solet,1,4.9
Paul Sommers|Carl Urbano,1,5.8
Paul Soter,1,4.4
Paul Tarnopol,1,2.4
Paul Thomas Anderson,8,7.037499999999999
Paul Tibbitt,1,5.7
Paul Verhoeven,7,6.1
Paul W.S. Anderson,10,5.709999999999999
Paul Weiland,3,5.866666666666667
Paul Weitz,7,5.371428571428572
Paul Weitz|Chris Weitz,1,6.4
Paul Wilmshurst,1,7.9
Paul Ziller,1,4.2
PaweÅ‚ Pawlikowski,2,5.15
Pearry Reginald Teo,1,4.8
Peggy Holmes,2,6.6
Penelope Spheeris,8,6.249999999999999
Penny Marshall,7,6.228571428571429
Percy Adlon,1,6.9
Perry Andelin Blake,1,4.1
Perry Bhandal,1,4.7
Perry Lang,1,5.3
Pete Docter,1,8.0
Pete Docter|Roger Gould,1,6.8
Pete McCormack,1,7.0
Pete Michels,1,6.9
Pete Riski,1,4.5
Pete Travis,2,6.35
Peter Askin,1,5.3
Peter Atencio,1,4.1
Peter Avanzino,2,6.949999999999999
Peter Berg,8,6.200000000000001
Peter Billingsley,1,5.3
Peter Bogdanovich,7,6.614285714285714
Peter Bonerz,1,4.8
Peter Brook,1,6.4
Peter Care,1,6.1
Peter Cattaneo,2,5.9
Peter Chelsom,5,6.5
Peter Chung,3,6.266666666666667
Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,1,6.6
Peter Clifton|Joe Massot,1,7.0
Peter Cornwell,2,5.5
Peter Davis,1,6.5
Peter DeLuise,3,6.033333333333334
Peter Duffell,1,6.1
Peter Faiman,2,6.4
Peter Farrelly,1,6.5
Peter Farrelly|Bobby Farrelly,1,5.9
Peter Flinth,1,6.3
Peter Geiger,1,3.6
Peter George,1,2.8
Peter Gilbert,1,7.5
Peter Glanz,1,5.1
Peter Glenville,1,6.6
Peter Graham Scott,1,5.0
Peter Greenaway,7,6.07142857142857
Peter Hall,1,4.5
Peter Harris|Eric Till,1,6.5
Peter Hedges,3,6.433333333333334
Peter Hewitt,9,5.500000000000001
Peter Horton,1,7.1
Peter Howitt,6,5.816666666666666
Peter Hutchings,1,4.0
Peter Hyams,17,5.588235294117648
Peter Jackson,13,7.000000000000001
Peter Joseph,3,7.033333333333334
Peter Kassovitz,1,6.1
Peter Kosminsky,2,7.2
Peter Landesman,2,6.35
Peter Lepeniotis,1,5.4
Peter Levin,1,6.0
Peter Lord|Jeff Newitt,1,6.4
Peter Lord|Nick Park,1,6.3
Peter MacDonald,4,5.3500000000000005
Peter Markle,5,5.0600000000000005
Peter Medak,4,5.35
Peter Mullan,2,6.75
Peter O'Fallon,1,6.6
Peter R. Hunt,2,5.7
Peter Ramsey,2,6.5
Peter Richardson,1,5.5
Peter Sasdy,3,5.566666666666667
Peter Sattler,1,6.7
Peter Segal,9,6.122222222222221
Peter Shin,1,7.0
Peter Sohn,2,7.25
Peter Sollett,2,6.75
Peter Stebbings,1,6.3
Peter Strickland,2,6.05
Peter Sullivan,2,5.699999999999999
Peter Templeman,1,5.5
Peter Watkins,1,6.6
Peter Webber,3,6.1000000000000005
Peter Weir,12,6.641666666666666
Peter Wellington,1,5.0
Peter Werner,3,7.033333333333334
Peter Winther,2,5.050000000000001
Peter Yates,7,6.471428571428571
Petr JÃ¡kl Jr.,1,4.9
Petter NÃ¦ss,3,6.633333333333333
Peyton Reed,6,5.900000000000001
Phedon Papamichael,1,6.1
Phil Alden Robinson,4,6.1499999999999995
Phil Alden Robinson|Richard Loncraine|Mikael Salomon|David Nutter|Tom Hanks|David Leland|David Frankel|Tony To,1,8.0
Phil Claydon,1,5.1
Phil Dorling|Ron Nyswaner,1,5.2
Phil Dornfeld,1,4.4
Phil Flores|Mitchell Altieri,1,4.1
Phil Joanou,8,6.237500000000001
Phil Karlson,1,6.4
Phil Lord|Christopher Miller,4,6.8999999999999995
Phil Morrison,2,5.85
Phil Nibbelink|Simon Wells,1,6.2
Phil Nibbelink|Simon Wells|Dick Zondag|Ralph Zondag,1,5.7
Phil Roman,1,5.7
Phil Tippett,1,3.9
Phil Traill,2,5.4
Phil Weinstein,2,6.65
Phil Weinstein|Tad Stones,1,5.5
Philip Adrian Booth,1,4.3
Philip D'Antoni,1,6.6
Philip Davis,1,6.8
Philip G. Atwell,3,6.733333333333333
Philip Kaufman,9,6.4111111111111105
Philip Martin,4,6.074999999999999
Philip Ridley,2,5.6
Philip Sansom|Olly Williams,1,7.1
Philip Seymour Hoffman,1,6.0
Philipp StÃ¶lzl,2,6.35
Philippe Caland,1,4.8
Philippe Falardeau,1,7.1
Philippe Harel,2,6.0
Philippe HaÃ¯m,1,4.0
Philippe Le Guay,1,6.3
Philippe Leclerc,1,7.6
Philippe Martinez,1,4.5
Philippe Mora,2,4.800000000000001
Phillip Borsos,1,6.1
Phillip J. Bartell,1,5.7
Phillip Noyce,13,6.03076923076923
Phyllida Lloyd,2,6.2
Pierre Coffin|Chris Renaud,2,7.05
Pierre Morel,4,6.35
Pierre Rambaldi,1,4.4
Pierre Salvadori,1,4.9
Pieter Jan Brugge,1,5.6
Pino Van Lamsweerde,1,6.6
Pitof,2,4.449999999999999
Pixote Hunt|Joe Johnston|Maurice Hunt,1,6.5
Po-Chih Leong,3,4.533333333333333
Pontus LÃ¶wenhielm|Patrick von Krusenstjerna,1,6.1
Prabhu Deva,1,4.9
Prachya Pinkaew,2,5.199999999999999
Pradeep Sarkar,1,6.7
Predrag AntonijeviÄ‡,1,7.0
Preston A. Whitmore II,1,7.0
Priyadarshan,1,4.4
Punit Malhotra,2,6.6
Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,1,7.6
Q. Allan Brocka,4,6.125
Quentin Dupieux,3,5.566666666666666
Quentin Lee,1,4.8
Quentin Tarantino,11,7.354545454545455
R. J. Cutler,1,7.1
R. Paul Miller,1,5.3
R. W. Goodwin,1,5.8
R.D. Braunstein,2,4.35
R.J. Cutler,1,7.2
RZA,1,5.1
Rachel Goldenberg,4,5.550000000000001
Rachel Talalay,2,5.45
Rachel Ward,1,6.2
Rachid Bouchareb,3,6.266666666666667
Rafal Zielinski,2,5.25
Raja Gosnell,9,5.433333333333334
Rajkumar Hirani,2,7.949999999999999
Rajkumar Santoshi,1,5.7
Rakesh Roshan,2,5.9
Ralph Bakshi,7,5.914285714285714
Ralph Eggleston,1,7.7
Ralph Fiennes,2,5.800000000000001
Ralph Nelson,4,6.1
Ralph S. Singleton,1,4.7
Ralph Ziman,2,5.1
Ralph Zondag|Eric Leighton,1,6.1
Rama Burshtein,1,6.1
Ramaa Mosley,1,5.6
Raman Hui,2,6.6
Ramin Bahrani,2,6.15
RamÃ³n MenÃ©ndez,1,7.3
Rand Ravich,1,5.4
Randa Haines,2,6.2
Randal Kleiser,9,5.9222222222222225
Randall Miller,3,5.666666666666667
Randall Wallace,4,6.324999999999999
Randy Moore,1,4.1
Raul Garcia,1,5.4
Ravi Dhar,1,2.8
Rawson Marshall Thurber,2,6.550000000000001
Ray Burdis,1,5.4
Ray Lawrence,1,6.2
Ray Milland,1,5.6
Ray Patterson,1,6.0
Raymond De Felitta,1,6.3
Rebecca Miller,2,6.25
Rebecca Thomas,1,6.6
Reed Morano,1,6.4
Reema Kagti,1,6.5
Regan Hall,1,4.5
Reggie Rock Bythewood,1,5.8
Reginald Hudlin,5,5.58
Reinhard Klooss,1,5.5
Reinout Oerlemans,1,5.5
Renny Harlin,17,5.758823529411765
Renzil D'Silva,1,4.9
RenÃ© Laloux,1,7.2
RenÃ© Manzor,1,6.5
Rhys Thomas,3,6.5
Riad Sattouf,1,5.2
Rian Johnson,3,6.7
Ric Roman Waugh,2,6.300000000000001
Riccardo Paoletti,1,4.0
Rich Cowan,1,5.7
Rich Moore,1,7.0
Rich Thorne,1,4.8
Richard A. Colla|Alan J. Levi,1,5.8
Richard Attenborough,9,6.711111111111111
Richard Ayoade,2,6.9
Richard Bates Jr.,2,5.5
Richard Benjamin,8,5.8374999999999995
Richard Boddington,1,5.2
Richard Boden,1,6.7
Richard Brandes,1,4.8
Richard Brooks,3,6.3999999999999995
Richard C. Sarafian,2,6.1
Richard Clabaugh,1,3.5
Richard Claus,1,5.7
Richard Compton,1,6.6
Richard Crudo,1,3.5
Richard Curtis,3,7.233333333333333
Richard De Aragues,1,7.9
Richard Donner,16,6.3062499999999995
Richard Elfman,1,7.3
Richard Eyre,4,5.95
Richard Fleischer,9,5.822222222222223
Richard Fleischer|Kinji Fukasaku|Toshio Masuda,1,6.6
Richard Franklin,5,6.06
Richard Gabai,1,5.7
Richard Gale,1,6.6
Richard Glatzer|Wash Westmoreland,2,6.65
Richard Gray,2,4.85
Richard Greenberg,1,5.7
Richard Harrah,1,5.9
Richard J. Lewis,2,6.45
Richard Kelly,3,5.900000000000001
Richard Kwietniowski,1,6.4
Richard LaGravenese,4,6.35
Richard Laxton,1,6.1
Richard Lester,7,6.357142857142857
Richard Levine,1,4.5
Richard Linklater,16,6.68125
Richard Loncraine,5,5.8
Richard Marquand,3,6.766666666666666
Richard Martin,1,4.5
Richard Pearce,2,5.05
Richard Press,1,8.1
Richard Quine,1,5.9
Richard Raaphorst,1,5.7
Richard Ramsey,1,6.0
Richard Raymond,1,6.5
Richard Rich,6,5.883333333333333
Richard Rich|Steve Moore,1,5.6
Richard Robbins,1,7.1
Richard Rush,2,6.05
Richard Schenkman,3,5.233333333333333
Richard Schickel,1,6.4
Richard Shepard,3,6.233333333333333
Richard Stanley,2,5.65
Richard Stanley|John Frankenheimer,1,4.6
Richard T. Heffron,1,5.4
Richard Tuggle,1,6.0
Richard W. Haines|Lloyd Kaufman,1,5.8
Richard Wenk,1,5.2
Richard Williams,1,6.3
Richie Mehta,1,5.8
Rick Alverson,2,4.85
Rick Bota,3,4.733333333333333
Rick Famuyiwa,4,6.999999999999999
Rick Friedberg,1,5.1
Rick Jacobson,1,4.5
Rick Morales,1,6.8
Rick Moranis|Dave Thomas,1,5.7
Rick Rosenthal,4,5.6
Rick Rowley,1,7.1
Ricki Stern|Anne Sundberg,1,6.5
Ricky Gervais|Matthew Robinson,1,5.8
Ricky Gervais|Stephen Merchant,1,6.8
Ridley Scott,23,6.478260869565218
Rigoberto CastaÃ±eda,1,5.0
Rik Swartzwelder,1,6.6
Riley Stearns,1,6.8
Ringan Ledwidge,1,5.1
Ringo Lam,3,5.133333333333334
Ringo Lam|Tsui Hark,1,6.3
Risa Bramon Garcia,1,6.5
Rithy Panh,1,5.8
Roar Uthaug,1,5.4
Rob Bowman,3,5.733333333333333
Rob Cohen,10,5.58
Rob Epstein,1,6.3
Rob Epstein|Jeffrey Friedman,2,6.4
Rob Gibbs,2,5.9
Rob Hardy,1,5.4
Rob Hedden,2,5.15
Rob Kuhns,1,6.1
Rob LaDuca|Robert C. Ramirez,1,6.4
Rob Letterman,2,5.6
Rob Letterman|Conrad Vernon,1,6.0
Rob Marshall,6,6.0
Rob McKittrick,1,6.0
Rob McLellan,1,6.1
Rob Meltzer,1,4.9
Rob Meyer,1,6.5
Rob Minkoff,6,5.866666666666666
Rob Pearlstein,1,5.6
Rob Pritts,1,4.4
Rob Reiner,18,6.522222222222222
Rob Schmidt,1,5.9
Rob Schneider,2,5.55
Rob Sitch,2,6.6
Rob Spera,1,4.6
Rob Stefaniuk,1,6.1
Rob Thomas,1,6.3
Rob Williams,1,6.0
Rob Zombie,6,5.833333333333333
Robbie Pickering,1,5.6
Robby Henson,2,4.7
Robert Aldrich,6,6.283333333333334
Robert Allan Ackerman,1,6.4
